Gene_Symbol,mock_1,mock_2,hcmv_72h_1,hcmv_72h_2
ADAMTS5,13.09119056,13.37871886,0.506058732,0.451258466
PTPN21,12.51429753,12.63703487,5.029820619,4.848300527
HNRNPUL1,48.41977051,48.52825588,20.4482262,20.8675151
ATE1,7.277947391,6.982561402,5.35518127,6.168671563
RPP14,4.09282826,3.943431682,5.856922075,6.471636148
KRR1,12.62012732,12.59272769,11.10390535,10.62146505
FGFR1OP,8.110821352,6.95431974,8.714693396,8.734997104
EMILIN1,89.86134394,89.37747603,16.33362066,16.4787542
PTPRT,0.020850653,0.014386497,0.019917189,0.029653508
FAF1,18.25000357,19.18893163,14.9388825,15.01128649
NOX1,0,0.0201788,0.019904588,0
CD160,0.001794704,0,0.032289098,0.058270667
KIF3A,3.336784011,3.394941235,3.210027629,2.842050041
POLR3A,5.779887275,5.653150944,8.861432736,8.965450946
CLASRP,7.815205947,7.152843848,4.176114502,4.543666926
CAPN11,0.006666655,0.073658076,0.009226302,0.016650288
KPTN,4.751366266,4.457552037,3.578580849,3.543883541
PWP1,27.80176804,28.24602563,18.15598154,20.50485181
KALRN,0.401547759,0.394807417,0.536030184,0.54684848
CDC37,63.09044712,62.21742692,67.32412539,64.90505358
PKIG,84.7272384,86.28695671,12.40352485,13.42275423
KAT7,8.998543733,9.715500801,7.738574755,7.614349203
DMC1,0.361978629,0.3579636,0.884754232,0.716874817
PLA2G16,5.69891683,6.342176873,9.431692182,10.08466453
HHLA2,0.345044689,0.318608571,0.53839704,0.613595235
BVES,2.797763743,2.651373219,3.829816758,3.510488459
CORO1A,0.437548072,0.363762481,4.714919928,4.792457364
WDR45,21.0689853,22.07579644,22.80073222,24.31694128
FICD,5.919744349,6.108561905,7.42427281,6.763317967
LDB3,0.503696801,0.455128497,0.059384088,0.030006974
PTP4A3,1.427537552,1.708515897,10.57232923,11.16578627
LSM6,9.682592473,9.580693064,7.675533002,9.224837687
RABL2B,6.259379513,5.929014249,2.843994573,2.933806631
NUDT6,3.235945411,2.30823509,1.20571746,1.476505926
SOX21,0.000852092,0.014139506,0.116942429,0.090446007
FSTL1,902.0444914,890.747532,48.81587075,50.41958615
WDHD1,2.334835964,2.277920426,4.239400133,4.38363463
CALB2,0.198255474,0.139077541,0.01829168,0.165050817
ATP5I,65.77084621,70.1517786,61.23393027,60.35524026
SARDH,0.640867523,0.736695012,0.349169679,0.403511859
GUCA2B,0.035540605,0,0,0
NDUFV1,43.63231437,43.40160676,36.49633195,36.78874439
RPL10A,719.4909557,708.076013,229.1846277,226.2781359
SLC22A18AS,0.047024268,0.024740879,0.162697815,0.05872267
UBL3,24.56367505,25.04639949,7.407179284,8.01364633
SSR3,80.27862814,80.06395124,56.37817438,57.66367437
TCEB2,83.89733773,81.07158597,72.8131556,73.50103017
TCF19,7.008400978,6.581623772,14.0844831,14.48804692
TEP1,5.254124779,5.20790518,2.334766893,2.119466101
TFDP1,49.77828262,50.87337187,26.46057485,26.50329701
THBS3,20.64231004,19.58699921,2.634636409,2.827444711
TCHH,0.027732778,0.02188657,0.310832373,0.266233221
TMF1,15.76289641,15.62902417,8.823359831,8.867818836
TNFAIP6,3.295050534,3.279104631,1.626109818,1.451334491
TRH,0,0,0.532684698,0.480655925
TRIO,33.96537324,33.38711017,10.29899923,9.80301214
NR1H2,23.82014164,23.20255239,15.60882357,13.42737625
USF1,14.2255883,14.58818079,18.92223255,18.04073863
UTRN,21.01584651,20.77197979,6.311404149,6.555756682
VCP,108.0222055,109.0252595,98.30330989,98.38085314
VIL1,0.009299229,0.020968301,0.045963024,0.008294738
VPREB1,0,0.059710046,0.078531519,0.023620377
ZIC2,0.017553882,0.002650766,0.713601655,0.673968468
ZNF41,2.917141944,2.916115179,3.057162069,3.210518502
ZNF75D,4.313712072,4.326661369,2.333827088,2.704461511
ZNF79,4.070887572,3.764603454,3.027982045,2.963922942
ZNF80,1.199937115,1.213386809,2.166214941,2.11170454
ZNF81,1.519486512,1.523488891,0.825733416,0.714637325
ZNF90,0.549470932,0.520064281,2.214118828,1.972456587
ZNF92,1.896214248,1.98342672,5.132878661,4.690733502
PCGF2,16.6012414,16.33706061,8.757078681,9.166379833
ZNF146,21.29724723,21.46847457,14.9690079,14.5640668
VEZF1,19.81569955,19.99623444,7.388370101,7.201046393
ZNF175,3.456459865,3.185013347,2.998270523,2.856349065
RNF112,0.332407526,0.391278376,0.144248145,0.091463105
ZNF184,3.163464372,2.911738309,3.350516914,2.90118822
ZNF185,1.315861515,1.246018173,2.350535875,2.257449552
ZNF208,0.286598426,0.289908333,0.680303483,0.611513427
ZP3,2.616560626,2.993001414,2.982150707,2.41410008
ZXDA,1.31425584,1.156167313,0.789235322,0.784672645
ZXDB,2.220088992,2.243399125,1.577799037,1.496623006
CSDE1,177.9548665,178.720716,77.62146577,79.44479508
SLMAP,14.44232819,14.68474236,13.52805215,13.14360152
OR2H2,0,0.018002888,0.047355319,0
TFEB,4.094697034,3.154283358,2.534042658,2.247944454
SLC14A2,0.297007041,0.296080238,0.149132182,0.191503211
SF3A2,18.44014618,17.55971118,14.36941185,14.96172655
PICALM,41.69066761,43.36690801,45.29998279,45.64995202
ZMYM6,3.500149524,3.292439082,1.962074288,2.083901331
ABCA8,0.785331988,0.812990896,0.077737509,0.058233314
TESK2,1.123361751,1.034828539,2.438383253,2.251902699
POMT1,12.57918591,12.31601622,8.120436189,7.579956164
NUP50,13.03671517,12.70308644,12.0714583,12.72882353
PRSS23,72.95212176,73.80273292,8.588280456,8.776329898
CIT,3.88103056,3.87260673,3.516435914,3.177386579
ERLIN2,15.48561268,15.04713794,4.515969602,4.470593622
C14orf1,17.12378018,16.63516704,22.88122906,23.41886756
FAM107A,0.288887726,0.276366025,0.124732643,0.174303683
STRAP,77.36718852,81.12912046,73.10342491,70.17557586
INSL6,0,0.054059519,0,0
MAP4K1,0.065443093,0.006886315,0.220386553,0.193412554
RASSF1,17.80094322,18.77376971,13.06895033,12.77462114
PKP3,0.615069552,0.619962028,0.331529378,0.258722591
CELF3,0.022761747,0.013686444,0,0.00812122
CEP250,6.276963723,6.106205789,4.877242279,4.867875508
WBP4,7.413412072,7.661390078,8.263919249,9.014307341
ABCB8,4.388404467,4.595947967,5.516153087,5.709998406
ABCF2,20.2273124,19.5812813,19.14252096,19.43378836
SEC23IP,10.2443363,10.07406366,8.262394624,8.386236197
WIF1,0.016238067,0.039868895,0.1048723,0.236090037
SUPT16H,30.49742948,30.19958152,22.91786639,22.65280889
ANXA10,0.025137022,0.079352051,0.086970808,0.062780905
CHEK2,5.977380022,6.749816815,2.855597091,3.161774337
POLI,4.475309305,4.650010981,1.458112248,1.420426329
FZD10,0.019394645,0.01593784,0.383445338,0.444848377
PROSC,14.71273833,14.85589125,10.36557975,10.64384388
IRAK3,1.951528966,2.122004724,1.1493682,1.050728498
AKAP10,9.917046359,10.34304957,10.19291696,10.05061785
DDX20,8.523366212,8.429034096,8.339588701,7.783852975
DUSP10,3.828526906,3.90464874,1.871711899,1.527645233
MRPL3,35.83715704,38.76232985,24.98386355,22.86548902
RPL35,541.2896233,524.3973107,306.2818316,316.7854305
GALNT6,8.035113076,7.866521108,2.049186178,2.391688587
RNF2,5.316172248,6.003575215,7.392744045,7.079996808
PRAF2,38.49000531,37.75896878,15.70344367,13.91790037
SEC63,22.57381158,22.08712254,9.393976597,9.730786773
POLG2,3.479876932,3.145490745,2.621149578,2.507612719
HPS5,17.87473259,18.68055687,8.260109158,8.309251532
PDCD10,18.43957897,17.69535717,22.64891617,22.75837284
RNF139,11.13052843,10.65866983,8.952142699,8.057876585
RNF24,9.736006083,9.181006315,6.528441205,6.844408689
CA5B,1.742684901,1.446701552,0.609205137,0.49322613
ZHX1,14.26507544,14.42213945,3.510695745,3.558322361
GPR176,55.8208573,55.82449037,8.808902288,8.880580389
NXPH4,1.385168358,1.251759545,5.999346645,6.382745666
NXPH3,0.80117442,0.843336283,0.456360729,0.544049351
NXPH2,0.01578701,0.029901671,0.029495334,0.053228889
GPR45,0,0,0,0
PACSIN2,18.92543285,19.09176962,16.98585314,16.6968109
SLC6A14,0.003984802,0.020965238,0,0.014928347
HRH3,0.040716348,0.014281395,0.460185913,0.408647211
XPOT,64.32825394,63.43717247,17.86867757,18.64349802
CHP1,28.92508881,29.25102282,12.94490649,12.48893517
SP140,1.117312274,0.971574305,0.270409192,0.342411886
DUSP12,11.79437531,11.38418154,8.423369995,7.091502853
SNF8,35.82352385,35.23450581,28.92504258,30.49975823
DDX19B,13.66234947,14.09035199,8.931060376,8.865854906
PRR4,1.418815536,1.289377033,1.338795318,0.402677171
ATXN2L,26.36834809,26.62649401,22.71288711,22.59603051
KLHL2,5.525946682,5.673406048,6.362542592,6.827053203
SYNRG,5.830627436,5.876258444,5.25093077,4.78762508
KLF12,2.919353163,2.743501309,2.503026018,2.455829476
POU6F2,0,0,0,0
PNKP,10.78939852,12.29843058,14.36890663,14.75356745
B4GALT7,12.50704156,11.46894446,6.908090813,7.947313134
SLCO2B1,0.004185647,0.011010972,0.011585432,0
PNMA2,6.849073421,7.118810886,4.175847912,3.805473769
VPS45,13.25207685,13.16565175,14.00977774,13.65723154
LYPLA2,13.90874464,13.62219982,19.12498789,19.3323128
CD300A,0,0.029846762,0.03102403,0
PARK7,144.2629786,138.3205887,100.7297895,100.4073222
COPE,93.19447876,90.89264297,93.66372602,93.7078781
GPR182,0,0,0.032062869,0
ECD,14.15825916,13.79887946,12.89408912,13.69563203
GPN1,20.64589701,20.43643911,19.54261571,20.86587912
TMC6,0.199972567,0.165734613,4.773964572,4.068815312
STXBP3,19.20386642,17.82201732,11.34280025,11.65038527
FKBP9,180.5383921,184.5785241,9.454808382,10.34873376
STK38,39.06871755,38.62198872,22.67775505,22.38074314
CTRC,0,0.085148252,0,0.101050022
ACOT7,15.81212926,15.32025797,23.42632205,22.6229166
TUSC2,9.53302634,9.443381575,13.84264479,12.84975892
CBX3,63.30718385,63.57531657,50.42512231,51.24106756
EXOC3,23.98107404,25.17889613,16.12041406,16.70022654
GABARAP,188.9875871,201.1213871,80.21497839,81.81552382
U2AF2,47.97298711,47.40198977,38.87543473,38.88649972
OIP5,2.207115959,2.771468825,5.050161237,4.31190364
SCRG1,0.134268258,0.084771073,0.055746073,0
RNF13,13.7651478,13.78463013,6.411221571,6.650857444
MGLL,44.90986302,46.05346942,9.591681093,9.904380257
TWF2,33.2104752,33.37504947,23.94573424,24.68160782
GABARAPL2,57.54321655,59.76037019,57.59142938,55.78019208
SYNPO,19.04244414,19.66878156,5.000525783,5.108605681
BRCA1,2.764291677,2.655818548,5.320404915,5.096915836
STAT1,119.7469773,120.563983,58.11210756,60.03722205
KIF22,9.148220803,8.837354333,16.33633411,16.20836397
GRIN1,0.025316859,0.013392746,0.114876093,0.117994887
TRPA1,1.050082551,1.106188997,0.18751733,0.100646017
DLEC1,0.090436452,0.078402672,0.013449957,0.004045421
SH3BGR,1.020744063,0.837019346,1.128210561,1.258636909
NUPL2,8.525554674,8.114884292,9.972497831,8.947903544
TTF1,3.863890729,4.053674969,4.8070907,5.281458591
ZNF236,2.000089587,1.894010509,1.77117826,1.794447062
OGFR,20.71995295,20.70546585,9.741856616,9.904888569
AP4E1,5.335715077,5.222890143,3.149117027,3.190985725
ATF6,9.437962449,9.665158513,8.965706082,8.929699796
PAXIP1,2.959247803,3.217866641,4.990474959,4.709023133
PHLDA1,7.707713272,8.012346597,4.24904557,4.117399616
MMRN1,0.00183001,0.015405168,0.025326375,0.013711607
CELA3B,0.030220398,0,0,0
GNA12,29.77378672,28.37961302,12.12251065,11.80301113
C3orf27,0.004495522,0.023652292,0.024886271,0
HSP90AB1,236.7492207,232.2750324,398.1593454,395.951548
LAMB4,0.057952179,0.02504567,0.050842836,0.059446094
COG2,10.96727851,10.63529715,13.02684028,12.51406376
MTF2,3.537758796,3.32627119,8.300357998,7.88942907
CASC3,18.58256465,18.77538819,13.64243105,13.78959304
KLRK1,0.045781335,0.024086935,0.031679486,0.028585264
NID2,56.63951188,56.89858629,6.32974785,5.914039656
NCBP2,39.42951974,41.26963453,12.95583694,11.96949542
NONO,93.39927124,93.62315113,46.40599269,45.10736745
TMED3,56.81358181,55.31550679,33.60144755,35.13004383
PADI2,0.116714599,0.149131416,0.219215076,0.16657157
PLA2R1,10.89374747,11.01959234,1.593444049,1.673186912
RALY,12.09940502,12.37327995,9.343289599,10.58404347
RASA3,21.11361159,21.21025219,5.812921764,5.639896463
RFC5,4.708346603,4.7184809,12.45936627,12.27621215
BRD3,10.33373128,9.933454735,6.056724272,6.264499135
DDX42,35.03420994,34.93365907,21.65963617,21.66331784
SHOC2,18.51224709,18.52130886,13.71656349,13.30130333
SIX6,0.012329922,0,0.059723886,0.107780981
TARDBP,26.31462832,25.56298632,16.56470038,17.01843401
LTB,0,0,0.118863528,0
MIP,0.027893613,0,0.173714853,0.139331242
AKR7A3,3.014008624,2.667778444,2.09102352,2.141165285
ATF5,7.495825007,7.517433513,13.6854894,13.81268612
ATP1B4,0.019481588,0.004287518,0.014097516,0.00954043
COMMD3,27.82053266,25.92240008,20.86758375,23.09674181
CD93,0.010856073,0.013327313,0.013146207,0.015251375
CCT5,53.31468581,53.22725954,65.330851,63.62481537
DPF3,1.406774829,1.303331912,0.942049721,0.920040206
DGAT1,5.347508966,5.348066462,8.6207578,8.974060182
HDHD1,5.657120109,5.150912205,6.694185123,6.754928368
ELL2,49.51541632,47.28559105,7.676527461,7.932663685
ZFPM2,0.588629944,0.602589872,0.528106939,0.53059908
FRAT2,1.608891776,1.675036028,3.801085808,3.220394699
GLUD2,9.712520118,9.935977489,6.575291093,6.705335421
GTF3C3,6.795420256,7.200419629,9.387143917,9.502514593
GTF3C5,12.08434293,11.0006519,16.12086593,17.60258328
PGLS,44.62233489,41.16135677,22.21588836,20.60242837
ABCB10,8.666589592,8.628302857,3.908851913,3.444628103
MACF1,46.26973159,46.97592177,14.14889712,13.69498481
ADAT1,5.962270233,5.033940042,4.138937562,3.768844126
ICOS,0,0,0,0
AK5,5.516982417,5.387162899,1.317298401,1.200174399
PRDX5,129.5370745,121.4833869,65.82967526,68.71016285
AP3M1,9.466367847,9.788758563,8.342328609,8.562580153
APPL1,8.045935609,8.179044619,6.416938745,6.506522666
ARL5A,10.73177923,9.776874649,6.425372592,5.933954486
ANGPTL2,57.00549645,57.59872223,4.898346728,4.841027342
CD3EAP,1.00268172,0.893373854,2.726807456,3.617754971
DNPEP,16.76184166,15.65974321,9.126212937,9.874344552
TRIM29,0.469876638,0.44372139,0.066695865,0.082749559
RERE,14.11606075,14.32485411,5.944465495,5.773370431
BACE1,20.16610786,19.24180477,5.59175444,5.612687552
ARL2BP,51.57210211,52.71503281,13.93902683,12.95608047
STAP1,0,0,0,0
TMEM59L,1.179491494,1.158389639,3.027969892,2.665280154
CHIC2,22.21932425,22.80140246,13.01146065,12.52856837
AHSA1,44.271467,43.4411481,84.55104451,85.37710955
TPX2,17.92176552,17.82189692,23.99404908,24.26764433
CA14,0.010446086,0.021983997,0.014456836,0
CASP14,0.002892277,0.012173708,0,0.021670794
CASP8AP2,3.795717287,3.661595169,4.717780351,5.111064696
CBLC,0,0.014033049,0.063279326,0.042823996
CBX5,10.62567895,10.70626537,7.669182658,7.338944153
CCRN4L,4.518765263,4.637510743,7.051536237,7.694180816
CD2AP,7.316346618,7.396789353,12.40552641,12.16235438
CDC42EP4,21.74889362,22.78119723,10.09696029,10.0774994
MTO1,8.110592578,8.606445482,7.755672409,7.67389212
CHORDC1,9.18734024,9.701391881,13.92679357,13.50582802
CHRM5,0.021942853,0.025188641,0.028987408,0
CIZ1,27.66823872,27.11926427,17.25148075,17.14310403
CLCA4,0.039684055,0.023861683,0.015691616,0.007079486
CLDN12,9.648922735,9.384236255,8.698283097,8.049624646
CLDN14,0.146380237,0.035525454,0.117789029,0.088100714
CLDN17,0,0.017452868,0,0
LMOD1,46.03888479,46.09234219,1.330268245,1.511394508
FAM50B,3.956548639,4.435352978,2.566713891,1.951067956
DDAH1,74.1244557,74.01651374,12.03216261,11.40677545
AATF,14.68691863,14.12263897,18.03352916,18.81798255
SERGEF,6.021580388,6.957068752,5.094600734,5.312423842
SLC25A10,2.590273061,2.930597058,6.500609962,6.207367551
INTS6,5.415792462,5.449300877,4.086437319,4.281111276
CCNDBP1,14.72203992,15.53510613,9.1724474,9.274173774
TFIP11,12.6457441,13.06479483,13.45192463,13.09861207
DNAI1,0.028856225,0.015182126,0.136446308,0.081078513
DTYMK,17.48464241,17.63332968,21.85923868,21.27707538
LPAR3,0.739723699,0.956297496,1.374735087,1.649549133
EHF,0.015572654,0.0316025,0.092364594,0.091677401
AGO2,6.318556793,6.397248997,7.723395433,8.232194032
EML2,14.98339935,15.67020921,5.181268551,4.796110211
EPB41L1,8.69631822,8.858060441,4.21494406,4.360539504
FBXL2,6.583562053,6.455571495,2.718290013,3.444500525
FBXL3,20.65149087,21.23465209,14.2761075,14.07838361
FBXL4,6.466504824,6.482392336,2.546844762,2.183592002
FBXL5,22.07056105,21.83103567,9.726461439,9.809352397
FBXL6,4.889532725,5.449118359,11.27654124,11.39968105
LRRC29,1.287549416,1.615382326,1.176511574,1.32957478
FBXW2,11.98055668,11.36641106,6.474545907,6.658034261
FBXO10,3.367012081,3.515364663,5.428144396,6.014069372
FBXO2,1.654294542,1.807699874,14.65643897,14.36376472
FBXO24,0.082036464,0.169670706,0.073405716,0.12717308
FBXO25,7.570071631,7.307273634,8.858249086,8.915313457
FBXW8,6.103867574,6.496823516,3.275204486,3.468177112
FBXO3,12.1521165,12.0123259,9.208554437,8.507190701
FBXO5,5.89132292,5.440304081,5.062731572,4.882917636
FBXO7,32.43410038,31.01218579,25.48109499,23.99791355
FBXO8,7.975723101,7.511467837,8.975726766,8.494838645
FKBP8,91.89957445,95.28440171,54.84239319,53.48100076
FOXB1,0.067311742,0.098374244,0.051753294,0.031132272
FOXD3,0.179976276,0.087030746,0.35625865,0.32946314
FOXD4L1,0.077999984,0.116699664,0.050562524,0.042484682
FOXE3,0.215305353,0.193206155,0.317634427,0.45284412
FOXI1,0,0.033339843,0.007308174,0.019783094
ALDH1L1,0.033177201,0.034911042,0.084178435,0.087465057
TIMM10B,10.35012817,10.7630866,8.538273129,8.862241608
FZD4,8.485784757,8.855920113,1.797324566,1.852140717
KIAA1549L,3.020671818,3.189511608,0.441871584,0.455392534
RABGAP1,26.13093431,26.06160845,9.888499153,10.05908817
GCA,0.552648149,0.382741393,1.982330357,2.133776967
AGO1,5.604992328,5.884715738,2.919314981,3.112822386
B3GAT3,12.05624855,13.0624203,20.0925357,20.13218995
GNG3,0.038247393,0,0,0.095524679
GRHPR,62.52668369,65.37594887,33.38250893,32.31029455
GTF3C4,9.302711098,9.249171049,6.876800952,6.616449553
HAAO,0.708202317,0.625978914,0.313636785,0.389129154
HAVCR1,0.019757344,0.031184796,0.054686262,0.024672452
HNRNPH3,35.19325092,32.82076207,27.04070511,25.44629235
HARS2,10.79511939,10.69831364,11.5132096,12.48648542
TRIM32,14.7097068,15.447562,5.082598368,5.538819621
PTGR1,49.22204878,47.87183245,28.82264203,29.61353148
MLYCD,4.305689408,4.32688612,4.173869757,3.735156392
MGAT4A,0.013607416,0.005472466,2.139485001,2.319328269
MGEA5,33.27573947,32.95092904,14.6022884,14.2980585
MID2,3.790017256,3.318481649,2.154843771,1.902639025
TPSD1,0.595585724,0.43272906,0.225690096,0.14166701
ILF3,24.19129156,24.48859919,21.06166758,21.12232589
MRAS,15.09938576,15.53818294,12.70259733,12.41705821
MUTYH,2.650837033,3.088230917,1.991536439,2.348733561
MYO1B,51.67724533,50.16626671,12.33149921,13.23307981
NEK1,5.235109427,5.033052691,3.624777112,3.098591252
NUBP2,15.39678983,15.87832118,21.21729019,19.07920569
P2RX2,0,0.023713841,0.031188788,0.056284988
MSRB2,14.18831103,13.74818637,3.954257345,3.516020653
NT5C2,27.28509945,27.1081411,12.21432898,13.29242129
POMZP3,9.8491412,9.761714007,8.081654037,8.604422405
PRDM2,6.570761087,6.701060872,4.551803127,4.288934441
PTRF,338.5321589,340.3364236,70.29964846,68.83188935
RAB3GAP1,33.24045013,33.21710605,10.95773699,10.89745812
SCAP,18.58080987,19.38443483,20.38392171,19.64193943
SCMH1,9.320512163,9.705561374,5.819239483,5.837969576
SIRT1,8.059380426,8.31664054,8.45331191,8.32107687
SIRT3,5.840780252,5.974564129,2.575912314,3.013002102
SIRT4,1.773572719,1.391786884,1.996907264,2.665256967
SIRT5,1.692823895,1.863945523,2.124253372,1.986836494
DKK1,154.5209098,150.6262319,12.74503474,13.48819054
SLC7A8,2.181022388,2.30984663,3.798773771,3.860225349
SNW1,21.9751613,22.20800647,23.19133701,22.81786773
SEPHS1,12.21300139,12.27766294,13.94351216,13.75478022
RHOQ,40.42742523,40.56199241,16.68659445,16.76156581
RRAS2,40.63697499,42.10807908,8.931579503,8.422235059
TFEC,0.002714423,0.022850232,0.015026479,0.013558801
TKTL1,0.006857706,0,0.018981412,0.005709148
SLC27A5,0.616730726,0.723405508,0.595976199,0.556971486
XRN2,28.85506943,28.55796769,21.50569084,22.47627916
ZNF212,3.921021356,3.328139966,3.933644273,4.327481282
HBP1,22.6416862,22.13829973,12.32221721,13.00523429
HEY1,0.174490179,0.116842117,1.690396949,2.23346219
HEY2,0.027225502,0.007162077,0.565180059,0.365483786
HACL1,6.399831321,6.366447517,7.207192457,7.34273586
LAMP5,0.008906286,0,0.248570975,0.044487742
HS2ST1,8.561602339,8.391507302,5.371795698,5.405202765
TTLL1,6.896963352,7.322197078,2.187404178,1.76868903
TMEM184B,43.34540221,44.65492907,22.29879586,22.52231073
RHBDD3,6.920967044,6.749725946,12.75845747,11.31629429
DNAJB5,6.141521229,6.421728247,4.156304477,4.438207032
HSPBP1,10.70592156,10.05820021,11.1876978,9.607581196
PLD3,134.5533754,136.1795468,80.69890771,77.43456892
HYAL4,0.007558868,0.015907789,0,0.023598288
CXorf27,0.072601339,0.038197744,0,0
IL36RN,0.024743722,0.028403814,0.077049037,0.050562506
LILRA4,0.007098609,0.022408747,0,0.013296834
ITGB1BP2,0.559588785,0.68180653,0.163040337,0.478126157
ZNF346,3.787649438,3.885952314,4.521146205,4.020429516
FTSJ1,18.71797237,18.32947419,16.18613375,15.23766742
KCND2,0,0.010765275,0.062140721,0.034068618
KCNE1L,0.099312685,0.078377077,0.20616534,0.124019072
KCNG2,0.142792998,0.141907845,0.12188207,0
KCNH3,0,0.024833986,0.823082883,0.972570402
MORF4L2,133.6435214,133.8614723,68.06080181,71.91623594
ACAP2,13.77990634,13.14416862,8.681144689,8.533251564
TRAM2,52.73136406,52.8725841,7.826172968,8.309449136
KEAP1,24.61546569,23.36320364,23.05362936,21.78057725
TLK1,15.42919313,15.56348073,5.703003253,5.712570507
ESPL1,2.118982394,2.033235393,2.928760469,2.941032947
HMHA1,0.068747359,0.061207571,3.807224566,3.455234714
PXDN,150.6904464,149.9477269,26.53200878,26.70370104
RAPGEF5,0.181262148,0.09825738,0.352213825,0.264081308
CABIN1,9.024486214,9.201975058,6.624002812,6.40784164
GAB2,5.21931071,4.975617052,2.102638552,2.338943605
G3BP2,48.37006917,46.74219936,28.93190024,28.48303769
CAND2,2.267075683,2.720974534,2.741862912,2.51422093
FBXW11,24.48603552,24.16499483,14.54595991,13.55213321
MAGI2,2.483920809,2.319813385,0.881235767,0.929786271
LPHN2,1.57451769,1.61208403,2.743662272,2.573859411
FBXL7,17.19108944,16.73184128,3.372814409,3.265502895
AP2A2,25.94712654,26.337291,19.07310016,18.69398263
FAIM2,0.444698507,0.435666847,0.307719733,0.465964713
EPB41L3,4.074199047,4.278508149,3.402334803,3.564151255
KDM2A,16.50052377,15.68010082,17.56429767,17.26491064
KIF4A,4.021720626,4.319765111,5.289981551,5.661349378
KIN,2.422419649,2.3058862,2.712180717,2.359660515
KLK9,0.025294347,0,0.140024211,0.063173832
KPNA6,19.37387348,19.10397176,14.5644465,14.93990206
LDOC1,4.57960568,4.895206946,5.079467046,5.077058824
LETM1,8.159901393,8.559476593,11.75783221,11.82950816
SLC39A6,37.72805813,38.20893934,13.29386767,12.7357223
PLA2G15,14.53327905,13.53580468,16.06475715,15.7383925
LSM4,19.18967924,19.84124928,21.73528696,23.27098954
LSM5,11.11405503,11.83663197,8.736561728,9.377116446
MAFF,12.0147052,12.2917534,12.90394799,13.32986583
MAPRE1,58.07520358,58.41074327,58.13035998,57.62744779
MAPRE3,10.13394342,10.99102289,7.402750579,7.736311339
PIGN,7.693373877,8.152599075,3.588127709,3.289733173
DNAJB9,15.79805716,16.34718952,34.25332612,34.59444322
MMD,4.21215747,4.336236494,10.07513538,10.0085167
KAT6B,6.664833025,6.815624911,2.968217663,2.951885675
MSRA,7.549169455,8.111332082,5.039685416,5.157415406
MYCBP,7.200205986,7.796583931,2.119524376,2.125005143
MYO10,14.81912267,14.56439191,10.40102525,10.55903297
MYO1F,0.074088858,0.071846176,0.066346243,0.043538926
NARF,14.09155718,13.7713706,32.97945934,34.40974553
CCDC19,0.381632277,0.326947151,0.327178206,0.227742543
TSPAN12,0.061473287,0.044782534,0.890023887,0.744041875
TSPAN15,0.278312256,0.247801961,2.177689664,2.098661458
NFATC2,0.099089974,0.094095891,0.495025128,0.564379481
GTPBP4,21.66211094,20.70711529,22.63341726,21.54702027
BAMBI,4.493913414,4.795367801,19.22739939,19.35176795
NNT,16.17242091,16.16464665,10.22986915,9.994519702
NTSR2,0.013572116,0.001830948,0,0.014123752
NUFIP1,2.778151566,2.55746328,3.695643306,3.533327621
NUP62,15.63392739,14.88933248,11.83154654,11.64774622
FBXO9,19.27283303,19.08531287,11.31684859,11.02534996
OR10J1,0,0,0,0
OR1A2,0,0,0,0.061051055
OR1C1,0,0.060752602,0,0
OR1F1,0.142032652,0.081521063,0.107217687,0.096745442
OR1N1,0.038860332,0.081782349,0,0
OR1Q1,0.115470702,0.162006939,0.05326847,0
OR2A5,0.155441329,0.143119111,0.125488222,0
OR2B6,0,0.060946082,1.202357578,1.229576025
OR2C1,0,0.03694415,0,0.043843615
OR2F1,0,0,0.046224705,0
OR3A3,0.018826745,0,0.02605523,0.039183907
OR4D1,0,0,0,0
OR52A1,0,0,0,0
OR7C2,0.009622558,0,0.024532627,0.004731457
OR8B8,0.019430166,0,0.053780667,0
ORC3,13.29486239,12.08264966,10.62031045,10.90316234
TTC33,3.342694357,3.044923505,1.330236365,1.472543464
OSTF1,28.16181347,25.79787759,26.03197256,24.35420975
GMEB2,4.377752119,4.427436066,6.663999445,6.615857759
NUPR1,60.57972526,58.45950996,21.15046943,22.02278058
PADI4,0.061558884,0.084490374,0.10001067,0.100269282
BLOC1S6,19.77410128,19.69064132,8.794264822,8.419375792
SMR3A,0,0,0,0
SPDEF,0.028505698,0.019996938,0.052600527,0
PEF1,23.62700348,23.25651971,17.10600222,17.1451353
PFAS,3.904131967,4.051538571,5.214597403,5.259165758
PFDN2,33.54046174,33.20669095,51.27961429,46.34174476
CDK14,6.576269774,6.487207741,3.353880941,3.370195733
SERPINB13,0.031454873,0.016047857,0.015829781,0.014283643
PIP5K1C,28.60643487,28.48719636,13.11626009,12.99558562
PITPNB,24.47268285,24.61321573,18.80172104,19.66474311
PLXNB2,95.47146318,96.84239042,19.82756922,18.71132439
ARFIP2,10.52178876,10.65952504,7.708552541,8.27488009
ANP32C,4.376830956,4.365785393,3.236909568,4.273747046
ANP32D,3.061723149,2.843175752,2.584731431,2.676379584
ICMT,39.12389583,39.94171306,19.73022219,19.82059951
PRDM4,7.540482263,7.751724415,9.73230973,9.313296888
PICK1,5.098081181,5.141949389,10.21827792,10.58885875
ZMYND8,6.476931887,6.74078581,3.19575835,3.349307923
