Gene_Symbol,mock_1,mock_2,hcmv_72h_1,hcmv_72h_2
IRAK2,0.922700446,0.932304633,2.891319331,3.300699155
IRF3,17.52264324,19.51602152,15.98004649,15.65596882
IRF7,2.791322691,2.908084113,5.360612488,5.49348043
TEX28,0,0.012402508,0,0
AARS,52.063595,50.72696931,39.16152461,38.14821911
ABCA2,10.95829916,11.01347668,5.290687917,5.009750444
ACAA1,18.23662626,19.46320992,12.12113927,13.28449477
ACADL,0,0,0.181947123,0.200659371
ACADSB,3.609907425,3.77170274,3.965835782,3.465455598
ACP2,21.34845185,23.09536504,25.44355281,27.52535174
ACP5,0.839003538,0.908816062,0.717172851,0.801201905
ACRV1,0,0.032573736,0,0
ACTA2,609.1318308,618.1571555,11.8163478,10.5422764
ACTG1,1906.669343,1907.717306,212.3981259,208.9559515
ACTG2,116.2720404,113.1196271,3.942141911,4.052690519
ACVR2A,2.27506348,2.521684807,3.225363181,3.332591286
PARP1,29.42264469,28.0116756,21.91660008,22.47732856
ADRBK1,13.31934381,13.52805568,12.96835513,14.45979348
AHNAK,271.8449266,270.3273387,26.63079952,26.5447625
AHR,10.40678081,11.06041139,6.708335366,6.725682098
AHSG,0,0,0,0
AIM1,2.708970641,2.840996648,1.474766717,1.704627591
AKT2,21.37787532,22.2314977,9.450379324,8.945641598
ALCAM,40.27358205,40.47236889,8.235145405,8.496963985
AKR1B1,227.723215,231.246436,123.7223081,123.8328507
ALOX5AP,0,0.042245187,0,0.050134641
ANXA8L2,0.062743444,0.132044837,0.09923845,0.115130005
ALPI,0.009509352,0.005003155,0.026320891,0.017812543
ALPP,0.093037084,0.052509574,0.05121075,0.015843036
AMBP,0.474654688,0.320509192,0.168029868,0.079242821
AMD1,34.87023672,33.86959399,65.36232765,65.57043923
AMPH,1.847682895,1.288465869,1.021173358,1.034125752
AOAH,0.027352063,0.015698991,0.01032377,0
APOF,0.032303083,0.022660828,0.029803851,0.026892827
APCS,0,0,0,0
APEH,25.91496647,25.69002417,29.39466378,27.9811285
APEX1,48.06049717,48.52247344,42.65662227,38.51948111
APLP2,277.4429875,277.7593248,151.9745984,154.5617484
APOA2,0.038449547,0,0.053212161,0
APOBEC1,0.020388605,0,0,0.050921508
APOC1,0.789008048,0.705705388,4.094796958,3.842640808
APOC4,0.029571765,0.031117186,0,0
APOD,34.01812854,35.29349836,5.07841792,4.702984281
SHROOM2,1.652960379,1.765048734,1.186627608,1.004632217
AQP4,0.006992171,0.014715163,0.004838399,0.008731639
AQP5,0.00498264,0.020972131,0.496491327,0.580737707
AQP6,0.013705076,0.049753497,0.009483554,0.017114538
ARCN1,71.23212148,71.52926631,34.92992009,35.96425657
TRIM23,7.134757006,8.13080113,9.544992708,9.21833361
ARF1,182.9034813,178.7275265,136.9916636,134.67811
ARF3,34.92841815,34.06834847,23.27649146,21.9329842
ARF4,183.3714559,184.808368,81.16392753,79.63204888
ARL4D,11.04584718,11.65127584,6.208969476,6.734489881
ARF5,63.81916072,64.04826443,50.15498604,48.64213843
ARF6,31.59491221,31.70078179,15.40576481,15.03111383
RHOA,283.2324698,284.5456119,145.6179999,149.4243799
RHOG,20.95806366,22.80778885,26.14254147,26.56790097
ARHGAP4,0.26750535,0.261869496,0.564994678,0.423677801
ARL2,41.42717618,44.23657324,32.12944828,31.28555085
ARNT,13.88217979,14.46695112,8.456737453,8.100114564
ARSD,4.511862272,4.223964437,1.636517772,1.81407503
ARVCF,1.394188559,1.323694733,5.225945726,5.410862605
ASGR1,0.266204911,0.229186463,0.937780246,0.921736887
ASIP,0,0,0,0
ASNS,30.59098815,30.83194555,32.00950775,32.61905893
ATF4,124.2303707,122.7285119,80.67387246,82.92657196
ATP12A,0.009788286,0.003433274,0.069990125,0.079451804
ATP1B1,10.35811559,10.33401761,9.655878665,9.79050239
ATP1B2,0.043665391,0.045947346,3.474760476,3.08765894
ATP1B3,83.87968118,83.12352649,145.0441069,145.7360179
FXYD2,0,0.067030016,0.176317702,0.039774067
ATP2B2,0.019573245,0.006504045,0.045147246,0.01715267
ATP5J,36.40462728,35.22210664,38.83168124,38.92194227
ATP5B,182.7511814,181.1116488,240.3720912,245.1012698
ATP5D,32.39266203,31.92201558,26.38233279,27.63626794
ATP5F1,53.72602778,54.23232398,55.80144763,55.26593725
ATP6V1A,20.98214273,21.24535557,17.26180246,16.9207525
ATP6V1B1,0.272002284,0.355304026,0.285572843,0.15226555
ATP6V1B2,32.48979102,33.30126739,48.04005747,45.33245409
ATP6V0C,81.02300241,87.20340975,91.71882497,92.26821856
ATP6V1C1,12.17968928,12.64173886,12.92003201,12.59775248
ATP6V1E1,52.48883058,53.6110364,80.02241655,74.21079461
ATP5O,63.47271176,62.49226714,71.0737532,70.3589928
AUH,4.168725015,4.19778291,3.621660532,4.20590582
AXL,126.9241817,128.0748048,23.41034736,22.81546625
AZU1,0.099707431,0.298433835,0.110391895,0.149414424
BAAT,0.048804466,0.062359629,0.115787703,0.068563951
BAI1,0.046716755,0.03115659,0.574597,0.60064166
BAI2,12.43101278,12.74491983,4.513285459,4.63614609
BAI3,0.016131484,0.013579613,0.049115287,0.048346977
BCL6,10.9431312,10.87849684,5.285069982,5.504248105
BCL7B,22.63391095,21.41502592,20.21423835,21.54425007
OPN1SW,0.027605701,0,0,0
BDNF,17.73423389,17.37156061,2.807736475,2.584393316
CFB,3.194257184,3.890062883,3.075508939,3.216021773
BGN,151.4684802,153.7229752,22.36818023,22.81321052
BHMT,0.407380635,0.42867036,0.392641891,0.426966658
BLK,0.032768713,0.00738883,0.038871586,0
CXCR5,0.016706061,0.01977651,0.017340236,0.023469851
BNC1,1.062727292,1.195622274,3.0270166,2.875806505
BMP6,0.257717218,0.358841456,4.328642174,4.287172212
BMP7,0.006015591,0.024053871,1.516758889,1.357814236
BMP8B,0.011453138,0.015216329,0.640407577,0.602937825
BMX,0.069735876,0.005060709,0.019967752,0.018017447
POLR3D,14.49085473,13.76665301,12.26500303,12.93902578
BPGM,19.34878598,19.42670019,23.82905576,21.79610271
BPI,0.233288369,0.145213537,0.095493476,0.024618962
BRDT,0.046305883,0.042635101,0.01602123,0.021684589
BRS3,0,0.027087147,0,0.032145778
BSG,218.5531887,221.3624929,186.7582792,186.694945
BTC,0.123718609,0,0.240976411,0.17166283
KLF5,8.217463863,7.49591488,9.854865672,10.22955076
BTG1,12.66522996,13.19967112,13.52404496,12.63015878
BTN1A1,0.012758075,0.017899749,0.061797778,0.103557665
C1S,431.025933,434.7340633,34.98567653,34.65965218
C5,1.444546085,1.279540528,0.469852471,0.419804217
C9,0.033779041,0.056870935,0.028049055,0.033745903
CA1,0,0.015152074,0,0.035963567
CA5A,0.033554678,0.05296237,0.046437919,0.0419022
CALCR,0.012202383,0.042800268,0.112583067,0.161903916
CALM2,454.9352749,454.9439008,213.6881848,210.7656851
CAMK4,0.212082734,0.140902119,0.273007079,0.213833976
CAMLG,21.6260349,22.34649792,10.46290635,10.31212771
CANX,177.091904,175.0809908,140.9839641,140.4196959
CAPG,20.97693477,21.77153384,14.896363,14.31966738
CAPN2,165.6332534,163.3311586,35.96446394,36.34540137
CAPNS1,231.7586045,229.5671481,51.97270884,51.72205727
CAT,28.18928503,27.8652375,7.791555914,7.491336067
CAV1,298.438242,297.4181366,17.41351775,19.68062783
RUNX1,14.86445808,14.43431732,1.868614534,1.834539697
CBFB,9.981398364,9.872483192,10.88556397,11.53861878
SERPINA6,0,0,0.033739078,0
CBR1,34.51808811,33.71403435,29.81911177,30.02593864
CCND2,4.977483038,4.996999327,5.595762091,5.672524798
CCND3,18.14095597,18.44660492,14.64510221,14.36923349
CCNF,3.147377938,2.913063886,5.321977703,5.395837867
CCT6A,59.00689389,56.25704634,104.8911958,102.1539987
CD1A,0.049192172,0.018269279,0.024028021,0.007227046
CD1B,0,0.013708503,0,0
CD1C,0,0,0,0
CD1D,0.05448459,0.060704424,0.086492618,0.066037779
CD2,0,0.012499719,0.049319436,0
CD8A,0,0.046002571,0.086433214,0.140383882
CD9,73.93683932,75.07731662,45.70325251,48.04913171
CD19,0.018605254,0.058732695,0.025748698,0.046467504
CD33,0,0,0,0.077459047
CD34,2.089748583,2.785574884,0.14176974,0.090219168
CD37,0,0,0.020248875,0
CD38,0.048790437,0.025670114,0.776519243,0.441729565
ENTPD1,1.37575433,1.443282019,0.470712541,0.432925641
CD47,19.07185149,19.49563614,14.15010987,13.93841494
CD63,555.0565855,561.2551434,327.8356872,330.8498651
CD69,0.021702429,0,0.045052539,0
CD72,0.50518432,0.469773028,0.650370852,0.440135513
CD79A,0.20239499,0.30424594,0.160059472,0.180532532
CD97,27.20825576,27.26719728,14.95956193,15.02756613
CDA,4.43761492,3.771539274,0.419926623,0.426275145
CDC25A,1.575259039,1.435538414,11.41110231,12.28697785
CDC25C,1.221041249,1.429625061,4.331746627,4.123414236
CDC42,116.7507061,117.8114291,49.70930429,50.83784431
CDH2,26.81096426,27.83354657,13.45208782,13.4279328
CDH3,0.209587695,0.344610468,1.9247844,1.830617884
CDH4,0.803515407,0.776366189,3.793516202,4.472336916
CDH5,0.011014193,0.027815508,0.02743752,0.028242029
CDH8,0.011017752,0.030916106,0.010165328,0.013758679
CDH11,116.3203514,117.6525849,8.116104084,7.470721207
CDK2,15.90768801,16.11920468,15.89229253,15.74483545
CDK7,28.79650526,28.18207884,19.95961135,17.93524653
CDKN2D,4.047252219,3.816470645,10.84854842,12.80841534
CDO1,0.540866483,0.529609115,2.276781529,2.898676858
CDR2,20.77799549,20.04505349,14.86687111,14.91932333
CD52,0,0,0,0
CDX1,0.513166916,0.399588926,0.004058264,0.085443914
CEBPE,0.180259693,0.131951353,0.05830005,0.019574223
CEBPG,10.43018018,9.994931071,19.6280888,19.28928326
CEL,0.358244706,0.577480727,0.654023396,0.76147502
CENPA,4.607111304,5.115717709,4.755580848,5.053950738
CENPB,28.63007614,28.48772938,17.14588249,18.06003711
CENPC1,4.317221626,4.034270281,4.224857574,4.401144853
CENPE,3.950433444,4.251842669,6.355660793,6.00607122
CEACAM8,0.912930976,0.885579435,0.038546203,0.084378993
CEACAM4,0,0.01058759,0,0.018847297
AKR1C4,4.177942133,4.647803409,0.123172164,0.117492551
CHGB,0.013725763,0.019257429,0.199455242,0.292394576
CHML,4.35427784,4.394147321,1.762354454,1.751140891
CHN1,59.8556318,59.16461862,7.471995492,6.814197899
CKB,13.96993535,14.42936802,112.3816744,116.4911915
CKM,0,0.046169046,0.197347151,0.228297069
CKMT2,0,0.046618927,0.122627781,0.17519645
CKS1B,22.10924316,23.21776832,31.2766212,33.45418253
CKS2,33.37677805,32.34258427,93.61520798,88.32464282
CLC,0,0.020154892,0.159048038,0.143513381
CLCN3,8.018315476,8.475898395,6.517426461,6.711563034
CLCN4,0.324782612,0.349587012,0.710684413,0.846476296
CLU,57.57723468,59.53903697,39.87494188,39.9750525
CLPS,0.065068463,0,0.045025674,0
CLTB,51.28077729,52.32911892,41.94891995,37.90055806
CLTCL1,2.386421515,2.458246079,3.052543529,3.44157469
CMA1,0.046394478,0.024409528,0,0
CCR3,0.020252378,0,0,0.025290637
CCR7,0.008327214,0.026287184,0.184390857,0.166380897
CNN3,117.4332005,113.8405547,35.47587267,38.9582562
CNR2,0.010245992,0.017969079,0.028359833,0.025589851
CNTFR,0.02082161,0.02957816,5.255424416,4.839785429
CNTN1,0.28758019,0.246820863,0.177875279,0.124388828
COL2A1,6.319977988,6.008416818,2.429359508,2.027485495
COL4A1,84.67096467,83.21978764,12.11072769,12.29216821
COL4A2,135.3571007,135.1715325,26.74067827,26.6853255
COL4A6,0.082096295,0.049502463,0.0268085,0.107127323
COL6A1,852.8803151,856.167131,84.1559871,84.25554232
COL8A1,18.94269589,18.55509471,1.03413384,0.95884326
COL9A1,0.441075487,0.357070126,0.046585263,0.03843214
COL9A2,0.273024376,0.227580835,1.56474954,1.845117721
COL9A3,0.524497201,0.45436101,1.725223187,2.083744983
COL11A1,16.87891912,16.88853177,2.016033679,1.908624622
COL15A1,66.12752799,67.75960012,4.481927209,4.687126627
COL16A1,66.92805629,66.91371448,6.716034104,6.453896827
COL19A1,0.059058797,0.055565131,0.00144237,0.011713406
SLC31A1,12.52848003,13.29398661,13.97536433,14.98697347
SLC31A2,5.628220345,5.059349304,9.222141364,9.230341359
COX4I1,160.6780418,162.8354057,169.5876725,166.3084084
COX5B,92.7338345,86.05997064,93.68315231,99.56858877
COX6B1,130.0395813,128.8887047,128.7049744,132.3396476
COX7A1,25.03645754,27.16949786,11.42860339,10.37653462
COX7A2,87.76802841,90.19811429,101.5391261,102.669237
COX7B,76.8544882,75.79286795,112.102969,114.4016441
COX7C,206.9642099,206.1349222,190.7181363,181.6879398
CPA1,0,0.053567725,0,0
CPA2,0.041053353,0.086397606,0.075754257,0.068355132
CPA3,0.179994413,0.238645168,0.014946171,0.013486338
CPB1,0.0083044,0,0.017239282,0.031110949
CPB2,0.020596416,0,0,0.002572026
CPE,0.793979968,0.504436762,7.028344578,7.492382606
CPM,0.971654004,1.039222094,2.419549282,2.361187092
CPS1,2.783776094,2.640206831,0.441337595,0.441602631
CPT1A,12.66451793,12.1994417,10.39739078,10.60661591
CR2,0,0.011182861,0.034038192,0.079627822
CRABP2,309.718173,311.0498707,46.11997733,49.84518013
MASP1,34.90920379,34.54631142,0.774720634,0.624236668
CREM,3.865894591,3.74130454,4.959670598,4.619402093
CRHBP,0.009894796,0.020823797,0.009129254,0.074138169
HAPLN1,0.093304671,0.089999045,0.037662562,0
CRYAB,67.00893487,68.51680219,12.60288825,12.75233731
CRYBA4,0.037374919,0,0,0
CRYBB1,0.078986473,0,0,0
CRYM,0.108685073,0.094699026,0.705648056,0.52278513
CRYZ,16.32164852,16.26312809,22.16770664,22.55717833
CSN1S1,0.092694371,0.019507716,0.042761386,0.069452576
CSN2,0,0,0,0
CSNK1A1,86.01902221,84.90502318,46.87599341,45.46041301
CSNK1E,30.09537109,30.4440211,24.2135136,24.08923968
CSNK2A1,19.4753293,18.98926587,27.40642199,26.4808446
CSNK2A2,25.95818632,25.24754291,22.17878361,22.24070051
CSPG4,17.19548006,17.02229649,21.92335278,22.79427524
CST1,0.20420082,0.114150942,0.441567578,0.248027944
CST4,0.136729234,0.065870348,0.319176565,0.225258485
CST5,0.110074874,0.045990288,0.067207882,0.084900906
CTGF,542.381151,542.1140596,24.17031239,23.72877062
CTH,0.824347497,1.070125857,3.998869005,4.319333615
CTNNA1,142.9724547,143.6916958,80.24390047,79.598174
CTNNB1,94.70087477,94.26207156,85.24426491,85.25169324
CTPS1,15.30997481,15.10506435,15.1535392,15.57609174
CTRB1,0.008342493,0,0.086591807,0
CTRL,0.379529337,0.291427457,0.383289624,0.754150977
CTSB,339.1825154,342.3934808,130.4254257,133.9400097
CTSD,140.2161328,139.1215987,212.6571154,213.2529744
CTSE,0.008162763,0.017178698,0.011296837,0.030580331
CTSG,0,0,0,0
CTSL1,120.8134447,122.7541415,93.61119308,97.80037072
CYB5A,52.73139714,53.43726989,31.67094792,30.16715357
CYB561,8.264436241,8.764743695,6.955873187,6.621502496
CYC1,27.50791246,26.7637806,27.58228158,28.00396757
DAO,0.02279027,0,0.057824326,0
DBT,1.999436858,1.905744245,0.981329334,1.054176442
ECI1,39.90908058,40.96898831,22.67875958,21.99789756
DCTD,65.56196526,68.072808,21.85333036,21.36115636
DCT,0,0.028314202,0.120479927,0
DDB1,73.17100818,74.73825272,72.63249404,74.16059401
DEFA4,0.033554678,0,0,0
DEFA6,0,0,0,0
DES,5.78961905,5.547309825,4.44643623,4.432415227
CFD,5.429314827,5.613980743,1.422426708,1.13652939
DHPS,20.17748022,19.50509022,13.12987011,12.76653423
DLAT,8.176872015,7.989484393,7.760453668,8.000582023
MPP3,1.937341772,1.944083266,2.370446905,2.499410811
DLST,37.85149508,39.3290798,31.37312785,30.27865956
DLX4,0.123788784,0.03690643,2.170017867,2.086886432
DPP4,47.27126259,47.57279237,6.621475672,5.992208013
DPP6,0.008854916,0.012901395,0.013574482,0.005103594
DPT,2.873235818,3.244885074,0.189352764,0.245334795
DR1,18.73917854,19.29171071,13.50134427,12.81387044
DRP2,0.153301227,0.173859301,0.116688482,0.143578907
ATN1,38.62706293,38.64272466,18.12958156,17.40444151
DSG1,0.003339448,0.054115107,0,0.008340431
DSG2,0.036997401,0.033852945,1.944209628,2.378366804
DSG3,0.059519104,0.060561074,0.006347882,0.016365334
HBEGF,0.848401147,1.046938925,8.336413863,8.350479419
DUSP6,16.88390488,16.55831558,4.507277569,4.606626841
DUSP7,12.38131294,13.0638765,7.263533989,7.714338044
DUT,19.76157208,21.3938959,13.13757797,12.79765638
E2F3,5.235791781,5.523222937,5.004726405,4.925475774
E2F4,29.42770831,28.69649158,27.5424623,27.37936314
E2F5,2.338881037,1.997583395,1.599090893,1.65027973
TYMP,7.13287372,6.736617646,7.150063907,7.100322339
DDR1,9.318204795,10.37925796,6.114625518,6.176629751
EDN1,4.286849798,4.064349078,0.791036776,0.865180666
EDN2,0.146312434,0.06158349,0.040497751,0.036542224
EDNRA,2.936155612,2.72069183,0.376024054,0.377604453
EEF1A2,3.080441307,3.062376118,85.80717415,90.02495086
EEF1B2,206.4647353,207.2722796,108.6061317,108.8149804
EEF1D,179.6619144,182.369802,67.91714242,69.91876861
EEF2,997.1184767,999.9258269,371.7301283,369.6422751
EFNA5,0.363619079,0.465124654,0.613311294,0.638547117
EGF,0.281448201,0.281074639,0.036065702,0.078916936
EGR1,27.60471461,26.14260407,2.675313772,2.351244331
EGR4,0.000766398,0,0,0.057423495
EHHADH,2.780744442,2.704043088,1.261736345,1.445244975
EIF4A2,200.9735486,196.8620567,125.4081828,124.5079092
EIF4E,13.08309309,12.27179535,10.91078246,10.57837763
EIF5,36.52013482,36.50338083,35.52531515,36.51945929
EIF5A,163.699405,165.516586,218.1707085,218.9989092
CELA1,0,0.090458838,0,0.023856085
ELANE,0.610157685,0.745600116,0.108958234,0.196631969
ELK4,5.468714282,5.134115268,2.815156687,2.764267359
EMR1,0.044334141,0.0324529,0.080029736,0.064991711
ENO2,9.534910979,10.26093396,60.60346442,61.63805223
ENO3,1.891711814,1.564469021,2.642754485,3.063827406
ENPEP,0.10376759,0.145587317,0.181400735,0.227337262
DMTN,0.368466733,0.349661568,3.12839403,2.639241732
EPHX2,2.174402135,2.245976965,2.776926305,2.495713458
EPS15,16.04279584,16.12353109,7.140959821,6.704321441
ERBB3,0.620436896,0.733526727,3.663699314,3.514937344
ERCC1,13.74603247,12.41476369,5.574170498,5.352058249
ESD,60.42885992,62.61289566,25.82392404,24.76234889
ETFB,34.54004756,32.58107,31.73646455,33.56235095
ETV4,3.111613379,2.965017431,3.531954216,3.424912838
ETV6,8.234386099,8.208537319,2.52058415,2.609978559
EVPL,0.02894437,0.021305376,0.036148483,0.024134955
EVX1,0.019576572,0.020599644,0.027092952,0.110689265
EYA3,5.002884078,5.130424165,4.672438611,4.760037087
EZH1,6.874930721,6.487491325,5.99167096,5.875723837
F2R,19.38953108,18.63478436,4.406288127,4.732946987
F13B,0.024609791,0.077687698,0,0.02561005
ACSL1,11.39950741,11.14526842,28.40619899,28.42306075
FAU,155.5510842,161.3837404,126.3282605,123.7847833
FBLN2,173.6614274,174.5790578,21.19809395,21.37265643
FBN2,188.2247809,188.8812476,8.7505979,8.674396229
FCER1A,0.015610846,0,0.043209188,0.116966485
FCER2,0.033783224,0.055298034,0.072728778,0.14062534
FCN1,0.042525258,0.04474763,0,0.023601967
FDPS,54.29942085,53.39940138,46.66817344,49.29586516
FES,2.542077331,2.513330563,1.566250139,1.058159788
FGF4,0.007453539,0,0,0
FGF7,14.14362075,12.98980464,0.626675938,0.913319529
FGF9,0.088323616,0.139409117,0.517732004,0.411104058
FGFR4,0.255514714,0.205092751,1.447757766,1.746806914
FHIT,0.278083112,0.087784723,2.424570603,2.166920382
FKBP3,31.43169076,30.97164947,36.62355595,38.02025837
FKBP4,9.620783658,10.01102521,50.1211661,51.05248173
FOXO1,3.164436544,3.204916808,3.456509124,3.672833659
FLG,0.004280215,0.007506499,0.007898126,0.014253388
FLI1,3.810772448,4.057994548,9.458264392,9.52367014
FLII,60.47880694,59.94627406,34.66057191,34.35230909
FMO1,3.370430098,3.492560218,0.004735532,0.021364998
FMO4,14.68364634,14.20741777,0.588343898,0.530878739
FMOD,54.00870407,53.64275719,6.954023903,6.297622828
AFF2,0.038130959,0.028539934,0.084227425,0.060139686
FN1,1458.960261,1462.579582,76.73772187,77.22329924
FNTA,26.80248702,27.34625156,13.60184449,13.29162509
FNTB,6.464352173,6.394863288,5.026727619,5.631423816
FPR3,0.014451041,0.015206253,0.019999485,0.036092161
FRK,0.051068124,0.090681095,0.053006708,0.131530844
FTH1,2923.306233,2948.093039,516.0731378,510.219149
FUT4,1.596743296,1.672806022,2.13836839,2.090728104
FUT5,0.009758087,0.019894338,0.050642559,0.027417697
KDSR,14.7852425,14.6184926,8.609293536,8.384454511
DARC,0,0,0.025069076,0.005655128
FYN,15.31928283,15.93349184,14.3653082,14.84227209
IFI6,75.44408126,74.27441625,320.5178482,321.4040095
GAB1,3.360573952,3.507647037,1.985868308,1.852891713
GABPA,8.777333738,8.630153417,6.928860214,6.860064263
GABRR1,0.023013775,0.012108238,0.01061662,0.028738997
GABRR2,0.078654358,0.141619833,0.169327692,0.327404985
GALK2,5.390143493,5.59212032,4.991934915,4.596532172
GAP43,0.170366609,0.257700587,0.383140018,0.39890502
GAPDH,1322.881906,1334.62018,726.6001846,727.1899796
GARS,116.8983652,116.7878718,77.32090847,80.15352817
GAS1,114.4928448,112.6182168,1.529622569,2.015663681
GATA1,0.016395434,0,0.045380846,0.061422562
GATA3,0.02371912,0.024958682,0.837063548,1.00707368
GATA4,0,0.011230675,0.450507767,0.632764909
GBP1,29.65128609,29.13540423,8.552078172,8.584258738
GCG,0,0,0,0
GFAP,0.147135342,0.142126834,0.106843328,0.108182628
GFPT1,20.71116028,20.95991112,15.76976741,15.80548982
GJA4,0.056062378,0.019664067,0.351729538,0.476062727
GCLM,28.45926447,28.81662521,8.123134056,8.267274097
GLP1R,0.013102763,0.014298163,0.016118701,0.072721718
GLRA2,0,0.016665082,0,0
GLRX,73.53422467,71.65265908,14.54840502,13.84446657
GLUL,39.9335361,39.95430914,38.65735173,38.38574737
GML,0.075463218,0.052937952,0,0
GNA11,27.2249801,26.47952883,19.6128909,18.20382865
GNA15,0.079616291,0.116689449,0.082638585,0.066281821
GNAI1,18.22226333,18.55453679,11.78275915,11.21860056
GNAI2,141.3663711,145.5098689,42.50645923,43.27132277
GNAQ,29.68993091,28.30473689,8.515859979,8.801026681
GNAZ,4.042104462,4.426342169,2.283130119,2.470740764
GNB1,149.9558916,148.8633704,66.94241271,65.35232286
GNB3,1.503731173,1.218748377,0.536632049,0.523585023
GNS,86.94371883,86.46014618,64.25890658,63.48094416
GOLGA1,7.942217717,8.214201034,6.509729978,5.917325363
GOLGA4,32.18176581,31.69167653,23.85492411,22.37692258
GOT1,14.65533298,15.56517654,26.54201056,27.66534156
GOT2,33.49700295,32.14276921,45.88838125,43.21306945
GPC1,106.0640372,106.6127569,24.87573229,24.56804432
GRB2,25.68410306,24.1561947,21.17734644,20.07753497
GRN,151.7867382,150.7552758,139.8236668,140.847565
GRIK5,0.293415857,0.36833307,0.63641724,0.849599822
CXCL2,0.316752548,0.307550579,1.080977987,1.29003975
CXCL3,0.179064713,0.188106496,0.778583597,0.971733705
GRSF1,19.30290163,19.24866167,6.391975376,6.709521075
GSK3B,18.19685559,19.14227391,9.066341451,9.042280508
GSPT1,24.19617703,23.6173704,19.70596404,19.21845903
GTF2E2,26.46889562,27.31642266,22.9408156,24.05650049
GTF2F1,23.84248191,23.27555786,18.10167428,16.83515749
GUCA1B,0.20910625,0.285659239,0.44351281,0.4001937
GYPA,0.047859567,0.052758839,0,0.042689835
GYPB,0,0,0,0
GYPC,43.11499418,38.29456852,7.053061,7.491536347
GYS1,14.8489003,14.52999733,11.45769008,11.28644678
GZMK,0,0.012208657,0,0.043466014
H2AFX,24.45735505,23.71419471,26.53933475,26.588262
H2AFZ,148.1625057,143.2653171,308.9424998,303.7085624
H3F3A,125.8337078,129.1596029,175.5060651,170.9526119
HARS,25.84001357,25.42199881,28.16856325,28.56363001
HTT,7.788723767,8.144083555,7.895424918,8.10516978
HDC,0.013767324,0.004828935,0.019053257,0.068769092
CFHR1,32.79764105,31.81150514,2.018205555,2.78415405
HIVEP1,3.898014506,3.873132419,2.636816266,2.607899631
HK3,0.011855695,0.029108972,0.016407661,0.02961016
HLA-A,492.1208991,482.7885405,651.0358052,657.9349098
HLA-C,436.3907925,432.5906076,690.9061678,703.9403357
HLA-DMB,0.065091752,0.109589518,0.360334316,0.503966189
HLA-DOA,0.003828033,0.035703488,0.084283134,0.104298473
HLA-DOB,0.492665175,0.446345648,0.385245183,0.485560578
HLA-DPB1,1.525644187,1.315132777,1.783820492,1.536469117
HLA-DQA1,0.007862791,0.013237921,0.108816913,0.024547117
HLA-DQB1,0.011089412,0,0.084409412,0.166177994
HLA-DRB1,0.039882973,0.073442702,0.139139784,0.211670434
HLA-DRB5,0.0103805,0.027307462,0.058661446,0.045370133
HLF,0.014292051,0.030761498,0.058439288,0.081125174
HLA-G,38.39490469,37.78218952,58.91167425,58.61790906
HMGB1,51.79485338,52.01529264,36.50720992,36.31230301
HMGB2,20.10415241,20.05193938,20.90028703,21.53602953
HMGCS1,10.75477536,11.1026479,15.7973472,16.38342603
HMGA1,64.80999326,64.04233877,54.57640095,53.45194299
HMOX1,13.1309796,13.51630768,22.85820393,23.45374191
HMOX2,20.37197357,20.81750557,22.36306374,23.4107342
NR4A1,3.480284361,3.540726959,14.96068536,14.8722102
HNRNPA1,296.9701145,293.2428679,107.971635,106.8007209
HNRNPA2B1,132.8709174,130.6742732,106.8495976,109.6985541
HNRNPD,41.52088374,40.86101964,31.47958287,31.24884267
HNRNPK,164.61409,164.1720238,118.9613898,121.9460237
HOXA4,0.528572483,0.653406892,2.010052414,1.599057147
HPCA,0.181090254,0.213239041,0.21481666,0.274599482
HOXB1,0,0,0.049643692,0.008958971
HOXB2,1.475819361,1.624620145,1.330215439,1.176661907
HOXB3,0.037700322,0.031736434,0.145511041,0.163207796
HOXB5,0.002219371,0,0.0460724,0.058201335
HOXD10,10.26274664,11.65833678,3.29266467,3.487220019
HPCAL1,15.31929876,14.94472635,10.05631316,9.628326546
HPD,0.115024399,0.067241988,0.070750111,0.010639959
HPN,0.020377183,0.032163142,0,0
HRC,0.12460083,0.064218355,0.390631721,0.339322115
HSD17B2,4.591047457,5.264695939,0.175518494,0.411775317
HSPA4,57.00986391,56.90427918,69.07320312,67.47993853
HSPA6,0.747261331,0.636218567,4.412229159,3.53396288
HSPD1,72.01573337,70.90568764,167.0777948,167.8247646
HSPE1,40.87699187,38.57535236,86.99668981,85.83944898
FOXN2,2.819710832,2.833953752,3.135994675,2.937781685
HTN1,0,0,0,0.042292351
TNC,114.4793722,114.6592336,6.957342188,6.91540918
IARS,80.42676767,80.23015921,43.18309209,42.27782199
ICAM3,2.471713618,2.322251148,1.159487001,1.301416422
IRF8,0.072901458,0.075512676,0.331051228,0.327165744
IDO1,0.065927731,0.178388013,0.886336579,1.259630913
ID2,25.02662378,25.43658891,19.26451866,19.15893109
ID3,25.99558634,29.06857553,18.38439349,19.33825428
IDH2,46.43493167,47.42809289,26.60884697,25.33502395
IFNA5,0,0,0.095883246,0.010814758
IFNA8,0,0,0.048449186,0.00728617
IFNA10,0,0,0,0
IFNA14,0,0,0,0
IFNA16,0,0,0.053608843,0.048372721
IFNA21,0,0,0,0.007392901
IFNB1,0.079386107,0.045564452,0.119854057,0.037851654
IFNW1,0,0.025280145,0,0
